,timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,day_of_the_week,day_of_the_month,hour_of_the_day,month,year,year_month
23,2015-01-04 23:00:00,157,4.0,3.5,87.0,5.0,4.0,0.0,1.0,3.0,Sunday,4,23:00,January,2015,2015-01
24,2015-01-05 00:00:00,83,4.0,3.0,93.0,6.0,4.0,0.0,0.0,3.0,Monday,5,00:00,January,2015,2015-01
25,2015-01-05 01:00:00,67,4.0,3.5,93.0,5.0,4.0,0.0,0.0,3.0,Monday,5,01:00,January,2015,2015-01
26,2015-01-05 02:00:00,32,5.0,4.0,87.0,6.0,4.0,0.0,0.0,3.0,Monday,5,02:00,January,2015,2015-01
27,2015-01-05 03:00:00,22,6.0,4.5,84.0,7.5,4.0,0.0,0.0,3.0,Monday,5,03:00,January,2015,2015-01
28,2015-01-05 04:00:00,38,6.5,5.0,84.0,8.0,4.0,0.0,0.0,3.0,Monday,5,04:00,January,2015,2015-01
29,2015-01-05 05:00:00,81,6.0,5.5,87.0,5.0,4.0,0.0,0.0,3.0,Monday,5,05:00,January,2015,2015-01
30,2015-01-05 06:00:00,444,7.0,6.5,81.0,5.0,3.0,0.0,0.0,3.0,Monday,5,06:00,January,2015,2015-01
31,2015-01-05 07:00:00,1597,7.0,6.0,81.0,6.5,3.0,0.0,0.0,3.0,Monday,5,07:00,January,2015,2015-01
32,2015-01-05 08:00:00,3161,8.0,7.5,79.0,5.0,3.0,0.0,0.0,3.0,Monday,5,08:00,January,2015,2015-01
33,2015-01-05 09:00:00,1342,8.0,7.0,82.0,6.0,3.0,0.0,0.0,3.0,Monday,5,09:00,January,2015,2015-01
34,2015-01-05 10:00:00,568,9.0,8.0,84.5,6.5,3.0,0.0,0.0,3.0,Monday,5,10:00,January,2015,2015-01
35,2015-01-05 11:00:00,584,9.0,7.5,90.5,10.0,3.0,0.0,0.0,3.0,Monday,5,11:00,January,2015,2015-01
36,2015-01-05 12:00:00,762,10.0,8.0,85.0,11.0,3.0,0.0,0.0,3.0,Monday,5,12:00,January,2015,2015-01
37,2015-01-05 13:00:00,873,10.0,8.5,82.0,10.0,3.0,0.0,0.0,3.0,Monday,5,13:00,January,2015,2015-01
38,2015-01-05 14:00:00,672,10.0,9.0,82.0,9.0,3.0,0.0,0.0,3.0,Monday,5,14:00,January,2015,2015-01
39,2015-01-05 15:00:00,807,10.0,8.5,79.0,10.0,3.0,0.0,0.0,3.0,Monday,5,15:00,January,2015,2015-01
40,2015-01-05 16:00:00,1192,10.0,8.5,73.5,13.0,3.0,0.0,0.0,3.0,Monday,5,16:00,January,2015,2015-01
41,2015-01-05 17:00:00,2761,9.5,7.5,73.5,12.0,3.0,0.0,0.0,3.0,Monday,5,17:00,January,2015,2015-01
42,2015-01-05 18:00:00,2389,9.5,7.5,69.0,14.0,3.0,0.0,0.0,3.0,Monday,5,18:00,January,2015,2015-01
43,2015-01-05 19:00:00,1274,9.0,6.5,71.0,14.0,3.0,0.0,0.0,3.0,Monday,5,19:00,January,2015,2015-01
44,2015-01-05 20:00:00,696,9.0,7.0,71.0,14.0,3.0,0.0,0.0,3.0,Monday,5,20:00,January,2015,2015-01
45,2015-01-05 21:00:00,411,9.0,7.0,71.0,11.0,3.0,0.0,0.0,3.0,Monday,5,21:00,January,2015,2015-01
46,2015-01-05 22:00:00,324,9.0,7.5,71.0,10.0,4.0,0.0,0.0,3.0,Monday,5,22:00,January,2015,2015-01
47,2015-01-05 23:00:00,192,8.5,7.5,73.5,8.0,4.0,0.0,0.0,3.0,Monday,5,23:00,January,2015,2015-01
48,2015-01-06 00:00:00,91,8.0,6.5,76.0,8.0,4.0,0.0,0.0,3.0,Tuesday,6,00:00,January,2015,2015-01
49,2015-01-06 01:00:00,73,8.0,6.5,76.0,8.0,4.0,0.0,0.0,3.0,Tuesday,6,01:00,January,2015,2015-01
50,2015-01-06 02:00:00,33,8.0,6.0,76.0,11.0,4.0,0.0,0.0,3.0,Tuesday,6,02:00,January,2015,2015-01
51,2015-01-06 03:00:00,19,8.0,5.5,76.0,14.0,4.0,0.0,0.0,3.0,Tuesday,6,03:00,January,2015,2015-01
52,2015-01-06 04:00:00,40,8.5,6.5,73.5,11.0,4.0,0.0,0.0,3.0,Tuesday,6,04:00,January,2015,2015-01
53,2015-01-06 05:00:00,74,8.0,5.5,82.0,14.0,4.0,0.0,0.0,3.0,Tuesday,6,05:00,January,2015,2015-01
54,2015-01-06 06:00:00,530,8.0,5.0,84.5,15.0,3.0,0.0,0.0,3.0,Tuesday,6,06:00,January,2015,2015-01
55,2015-01-06 07:00:00,1715,9.0,7.0,82.0,13.0,3.0,0.0,0.0,3.0,Tuesday,6,07:00,January,2015,2015-01
56,2015-01-06 08:00:00,3534,9.0,7.0,82.0,12.0,7.0,0.0,0.0,3.0,Tuesday,6,08:00,January,2015,2015-01
57,2015-01-06 09:00:00,1573,9.0,6.5,87.0,16.0,7.0,0.0,0.0,3.0,Tuesday,6,09:00,January,2015,2015-01
58,2015-01-06 10:00:00,635,10.0,7.5,88.0,19.5,3.0,0.0,0.0,3.0,Tuesday,6,10:00,January,2015,2015-01
59,2015-01-06 11:00:00,550,10.0,8.0,88.0,18.0,3.0,0.0,0.0,3.0,Tuesday,6,11:00,January,2015,2015-01
60,2015-01-06 12:00:00,395,11.0,11.0,85.0,19.0,7.0,0.0,0.0,3.0,Tuesday,6,12:00,January,2015,2015-01
61,2015-01-06 13:00:00,426,9.5,6.0,84.5,27.5,3.0,0.0,0.0,3.0,Tuesday,6,13:00,January,2015,2015-01
62,2015-01-06 14:00:00,579,9.0,6.0,71.0,26.0,3.0,0.0,0.0,3.0,Tuesday,6,14:00,January,2015,2015-01
63,2015-01-06 15:00:00,718,8.0,4.5,71.0,23.0,2.0,0.0,0.0,3.0,Tuesday,6,15:00,January,2015,2015-01
64,2015-01-06 16:00:00,1184,8.0,5.0,68.5,19.5,2.0,0.0,0.0,3.0,Tuesday,6,16:00,January,2015,2015-01
65,2015-01-06 17:00:00,2662,7.5,4.0,71.0,22.0,1.0,0.0,0.0,3.0,Tuesday,6,17:00,January,2015,2015-01
66,2015-01-06 18:00:00,2610,7.0,4.0,71.0,17.5,1.0,0.0,0.0,3.0,Tuesday,6,18:00,January,2015,2015-01
67,2015-01-06 19:00:00,1402,6.0,3.0,76.0,15.0,1.0,0.0,0.0,3.0,Tuesday,6,19:00,January,2015,2015-01
68,2015-01-06 20:00:00,720,5.5,2.5,78.5,15.0,1.0,0.0,0.0,3.0,Tuesday,6,20:00,January,2015,2015-01
69,2015-01-06 21:00:00,494,5.0,2.0,81.0,15.0,1.0,0.0,0.0,3.0,Tuesday,6,21:00,January,2015,2015-01
70,2015-01-06 22:00:00,344,4.5,1.5,81.0,13.0,1.0,0.0,0.0,3.0,Tuesday,6,22:00,January,2015,2015-01
71,2015-01-06 23:00:00,212,4.0,1.0,84.0,12.0,1.0,0.0,0.0,3.0,Tuesday,6,23:00,January,2015,2015-01
72,2015-01-07 00:00:00,102,4.0,1.0,81.0,12.0,1.0,0.0,0.0,3.0,Wednesday,7,00:00,January,2015,2015-01
73,2015-01-07 01:00:00,60,4.0,1.0,81.0,11.0,1.0,0.0,0.0,3.0,Wednesday,7,01:00,January,2015,2015-01
74,2015-01-07 02:00:00,33,4.0,1.5,81.0,10.0,1.0,0.0,0.0,3.0,Wednesday,7,02:00,January,2015,2015-01
75,2015-01-07 03:00:00,26,3.5,1.0,84.0,9.0,2.0,0.0,0.0,3.0,Wednesday,7,03:00,January,2015,2015-01
76,2015-01-07 04:00:00,33,4.0,1.5,81.0,10.0,2.0,0.0,0.0,3.0,Wednesday,7,04:00,January,2015,2015-01
77,2015-01-07 05:00:00,80,4.0,2.0,87.0,9.0,1.0,0.0,0.0,3.0,Wednesday,7,05:00,January,2015,2015-01
78,2015-01-07 06:00:00,526,5.0,2.5,81.0,10.0,1.0,0.0,0.0,3.0,Wednesday,7,06:00,January,2015,2015-01
79,2015-01-07 07:00:00,1757,5.5,2.5,81.0,13.0,1.0,0.0,0.0,3.0,Wednesday,7,07:00,January,2015,2015-01
80,2015-01-07 08:00:00,3618,6.5,3.5,81.0,15.0,2.0,0.0,0.0,3.0,Wednesday,7,08:00,January,2015,2015-01
81,2015-01-07 09:00:00,1714,8.0,5.0,76.0,19.0,3.0,0.0,0.0,3.0,Wednesday,7,09:00,January,2015,2015-01
82,2015-01-07 10:00:00,763,8.0,5.0,82.0,19.5,2.0,0.0,0.0,3.0,Wednesday,7,10:00,January,2015,2015-01
83,2015-01-07 11:00:00,690,9.0,6.0,76.0,21.0,2.0,0.0,0.0,3.0,Wednesday,7,11:00,January,2015,2015-01
84,2015-01-07 12:00:00,913,9.0,5.5,76.0,27.0,2.0,0.0,0.0,3.0,Wednesday,7,12:00,January,2015,2015-01
85,2015-01-07 13:00:00,982,9.5,6.0,71.5,28.0,2.0,0.0,0.0,3.0,Wednesday,7,13:00,January,2015,2015-01
86,2015-01-07 14:00:00,783,10.0,6.5,62.0,28.5,2.0,0.0,0.0,3.0,Wednesday,7,14:00,January,2015,2015-01
87,2015-01-07 15:00:00,794,9.0,6.0,68.5,25.0,2.0,0.0,0.0,3.0,Wednesday,7,15:00,January,2015,2015-01
88,2015-01-07 16:00:00,1171,9.0,6.0,76.0,25.0,3.0,0.0,0.0,3.0,Wednesday,7,16:00,January,2015,2015-01
89,2015-01-07 17:00:00,2647,9.5,6.5,71.5,24.0,3.0,0.0,0.0,3.0,Wednesday,7,17:00,January,2015,2015-01
90,2015-01-07 18:00:00,2579,10.0,7.0,71.0,30.0,3.0,0.0,0.0,3.0,Wednesday,7,18:00,January,2015,2015-01
91,2015-01-07 20:00:00,657,10.0,6.5,79.0,30.5,3.0,0.0,0.0,3.0,Wednesday,7,20:00,January,2015,2015-01
92,2015-01-07 21:00:00,516,10.0,7.0,82.0,27.0,7.0,0.0,0.0,3.0,Wednesday,7,21:00,January,2015,2015-01
93,2015-01-07 22:00:00,414,10.0,7.0,82.0,27.0,7.0,0.0,0.0,3.0,Wednesday,7,22:00,January,2015,2015-01
94,2015-01-07 23:00:00,206,10.0,7.0,85.0,24.0,7.0,0.0,0.0,3.0,Wednesday,7,23:00,January,2015,2015-01
95,2015-01-08 00:00:00,123,11.0,11.0,82.0,26.0,4.0,0.0,0.0,3.0,Thursday,8,00:00,January,2015,2015-01
96,2015-01-08 01:00:00,56,11.5,11.5,85.0,24.0,3.0,0.0,0.0,3.0,Thursday,8,01:00,January,2015,2015-01
97,2015-01-08 02:00:00,51,12.0,12.0,82.0,25.0,3.0,0.0,0.0,3.0,Thursday,8,02:00,January,2015,2015-01
98,2015-01-08 03:00:00,33,12.0,12.0,85.0,22.0,3.0,0.0,0.0,3.0,Thursday,8,03:00,January,2015,2015-01
99,2015-01-08 04:00:00,32,12.0,12.0,88.0,20.5,7.0,0.0,0.0,3.0,Thursday,8,04:00,January,2015,2015-01
100,2015-01-08 05:00:00,87,12.0,12.0,80.0,20.5,7.0,0.0,0.0,3.0,Thursday,8,05:00,January,2015,2015-01
101,2015-01-08 06:00:00,511,11.5,11.5,74.5,17.0,3.0,0.0,0.0,3.0,Thursday,8,06:00,January,2015,2015-01
102,2015-01-08 07:00:00,982,10.5,9.5,82.5,17.0,7.0,0.0,0.0,3.0,Thursday,8,07:00,January,2015,2015-01
103,2015-01-08 08:00:00,1228,9.5,7.5,87.5,14.0,7.0,0.0,0.0,3.0,Thursday,8,08:00,January,2015,2015-01
104,2015-01-08 09:00:00,573,9.0,7.0,87.0,13.0,7.0,0.0,0.0,3.0,Thursday,8,09:00,January,2015,2015-01
105,2015-01-08 10:00:00,185,9.0,7.0,87.0,14.0,7.0,0.0,0.0,3.0,Thursday,8,10:00,January,2015,2015-01
106,2015-01-08 11:00:00,193,9.0,6.0,82.0,20.5,7.0,0.0,0.0,3.0,Thursday,8,11:00,January,2015,2015-01
107,2015-01-08 12:00:00,522,9.0,6.5,84.5,17.0,2.0,0.0,0.0,3.0,Thursday,8,12:00,January,2015,2015-01
108,2015-01-08 13:00:00,672,9.0,5.5,79.0,27.0,2.0,0.0,0.0,3.0,Thursday,8,13:00,January,2015,2015-01
109,2015-01-08 14:00:00,761,10.0,7.0,71.0,22.0,2.0,0.0,0.0,3.0,Thursday,8,14:00,January,2015,2015-01
110,2015-01-08 15:00:00,781,9.0,6.0,71.0,22.0,2.0,0.0,0.0,3.0,Thursday,8,15:00,January,2015,2015-01
111,2015-01-08 16:00:00,1212,9.0,6.0,71.0,19.5,2.0,0.0,0.0,3.0,Thursday,8,16:00,January,2015,2015-01
112,2015-01-08 17:00:00,2351,9.0,6.0,76.0,22.0,2.0,0.0,0.0,3.0,Thursday,8,17:00,January,2015,2015-01
113,2015-01-08 18:00:00,2110,8.5,5.5,73.5,22.5,1.0,0.0,0.0,3.0,Thursday,8,18:00,January,2015,2015-01
114,2015-01-08 19:00:00,1239,8.0,5.0,73.5,20.5,1.0,0.0,0.0,3.0,Thursday,8,19:00,January,2015,2015-01
115,2015-01-08 20:00:00,752,8.0,5.0,76.0,17.0,1.0,0.0,0.0,3.0,Thursday,8,20:00,January,2015,2015-01
116,2015-01-08 21:00:00,457,8.0,4.5,76.0,20.5,1.0,0.0,0.0,3.0,Thursday,8,21:00,January,2015,2015-01
117,2015-01-08 22:00:00,423,8.5,5.5,73.5,21.0,1.0,0.0,0.0,3.0,Thursday,8,22:00,January,2015,2015-01
118,2015-01-08 23:00:00,267,9.0,5.5,76.0,27.0,2.0,0.0,0.0,3.0,Thursday,8,23:00,January,2015,2015-01
119,2015-01-09 00:00:00,147,10.0,7.0,71.0,28.0,2.0,0.0,0.0,3.0,Friday,9,00:00,January,2015,2015-01
120,2015-01-09 01:00:00,60,10.0,7.0,73.5,30.0,7.0,0.0,0.0,3.0,Friday,9,01:00,January,2015,2015-01
121,2015-01-09 02:00:00,65,10.0,6.5,79.0,29.5,7.0,0.0,0.0,3.0,Friday,9,02:00,January,2015,2015-01
122,2015-01-09 03:00:00,42,11.0,11.0,79.5,29.0,3.0,0.0,0.0,3.0,Friday,9,03:00,January,2015,2015-01
123,2015-01-09 04:00:00,47,11.0,11.0,85.0,33.0,3.0,0.0,0.0,3.0,Friday,9,04:00,January,2015,2015-01
124,2015-01-09 05:00:00,85,11.5,11.5,85.0,33.0,3.0,0.0,0.0,3.0,Friday,9,05:00,January,2015,2015-01
125,2015-01-09 06:00:00,441,12.0,12.0,82.0,32.5,3.0,0.0,0.0,3.0,Friday,9,06:00,January,2015,2015-01
126,2015-01-09 07:00:00,1593,12.0,12.0,82.0,31.5,3.0,0.0,0.0,3.0,Friday,9,07:00,January,2015,2015-01
127,2015-01-09 08:00:00,3505,12.0,12.0,79.5,25.0,2.0,0.0,0.0,3.0,Friday,9,08:00,January,2015,2015-01
128,2015-01-09 09:00:00,1768,12.0,12.0,74.5,30.0,2.0,0.0,0.0,3.0,Friday,9,09:00,January,2015,2015-01
129,2015-01-09 10:00:00,799,12.5,12.5,69.5,29.5,1.0,0.0,0.0,3.0,Friday,9,10:00,January,2015,2015-01
130,2015-01-09 11:00:00,806,13.0,13.0,67.0,28.0,1.0,0.0,0.0,3.0,Friday,9,11:00,January,2015,2015-01
131,2015-01-09 12:00:00,1052,13.0,13.0,67.0,26.0,1.0,0.0,0.0,3.0,Friday,9,12:00,January,2015,2015-01
132,2015-01-09 13:00:00,1078,13.0,13.0,63.0,30.0,1.0,0.0,0.0,3.0,Friday,9,13:00,January,2015,2015-01
133,2015-01-09 14:00:00,976,13.0,13.0,63.0,26.0,2.0,0.0,0.0,3.0,Friday,9,14:00,January,2015,2015-01
134,2015-01-09 15:00:00,912,13.5,13.5,67.5,33.5,7.0,0.0,0.0,3.0,Friday,9,15:00,January,2015,2015-01
135,2015-01-09 16:00:00,1229,13.0,13.0,79.5,37.0,7.0,0.0,0.0,3.0,Friday,9,16:00,January,2015,2015-01
136,2015-01-09 17:00:00,2409,13.5,13.5,85.0,35.0,7.0,0.0,0.0,3.0,Friday,9,17:00,January,2015,2015-01
137,2015-01-09 18:00:00,1983,15.0,15.0,82.0,36.0,7.0,0.0,0.0,3.0,Friday,9,18:00,January,2015,2015-01
138,2015-01-09 19:00:00,1094,15.5,15.5,77.0,41.0,7.0,0.0,0.0,3.0,Friday,9,19:00,January,2015,2015-01
139,2015-01-09 20:00:00,686,15.0,15.0,72.0,44.0,3.0,0.0,0.0,3.0,Friday,9,20:00,January,2015,2015-01
140,2015-01-09 21:00:00,443,15.0,15.0,68.0,41.0,3.0,0.0,0.0,3.0,Friday,9,21:00,January,2015,2015-01
141,2015-01-09 22:00:00,464,15.0,15.0,68.0,40.0,3.0,0.0,0.0,3.0,Friday,9,22:00,January,2015,2015-01
142,2015-01-09 23:00:00,420,14.0,14.0,77.0,41.5,4.0,0.0,0.0,3.0,Friday,9,23:00,January,2015,2015-01
143,2015-01-10 00:00:00,392,14.0,14.0,77.0,39.0,4.0,0.0,1.0,3.0,Saturday,10,00:00,January,2015,2015-01
144,2015-01-10 01:00:00,277,14.0,14.0,77.0,40.0,4.0,0.0,1.0,3.0,Saturday,10,01:00,January,2015,2015-01
145,2015-01-10 02:00:00,189,14.0,14.0,72.0,40.5,3.0,0.0,1.0,3.0,Saturday,10,02:00,January,2015,2015-01
146,2015-01-10 03:00:00,153,13.0,13.0,77.0,41.0,3.0,0.0,1.0,3.0,Saturday,10,03:00,January,2015,2015-01
147,2015-01-10 04:00:00,90,13.0,13.0,77.0,36.0,3.0,0.0,1.0,3.0,Saturday,10,04:00,January,2015,2015-01
148,2015-01-10 05:00:00,52,13.0,13.0,77.0,35.0,3.0,0.0,1.0,3.0,Saturday,10,05:00,January,2015,2015-01
149,2015-01-10 06:00:00,69,13.0,13.0,82.0,35.0,7.0,0.0,1.0,3.0,Saturday,10,06:00,January,2015,2015-01
150,2015-01-10 07:00:00,143,13.0,13.0,79.5,35.0,3.0,0.0,1.0,3.0,Saturday,10,07:00,January,2015,2015-01
151,2015-01-10 08:00:00,321,14.0,14.0,74.5,40.0,3.0,0.0,1.0,3.0,Saturday,10,08:00,January,2015,2015-01
152,2015-01-10 09:00:00,619,14.0,14.0,77.0,48.0,3.0,0.0,1.0,3.0,Saturday,10,09:00,January,2015,2015-01
153,2015-01-10 10:00:00,757,14.0,14.0,74.5,41.0,7.0,0.0,1.0,3.0,Saturday,10,10:00,January,2015,2015-01
154,2015-01-10 11:00:00,800,11.5,11.5,67.5,42.5,3.0,0.0,1.0,3.0,Saturday,10,11:00,January,2015,2015-01
155,2015-01-10 12:00:00,1191,11.5,11.5,58.0,41.5,2.0,0.0,1.0,3.0,Saturday,10,12:00,January,2015,2015-01
156,2015-01-10 13:00:00,1395,10.5,8.5,54.0,38.0,3.0,0.0,1.0,3.0,Saturday,10,13:00,January,2015,2015-01
157,2015-01-10 14:00:00,1358,9.0,4.5,54.0,42.5,3.0,0.0,1.0,3.0,Saturday,10,14:00,January,2015,2015-01
158,2015-01-10 15:00:00,1436,9.0,5.0,48.0,35.0,2.0,0.0,1.0,3.0,Saturday,10,15:00,January,2015,2015-01
159,2015-01-10 16:00:00,1270,8.0,4.0,51.5,27.0,1.0,0.0,1.0,3.0,Saturday,10,16:00,January,2015,2015-01
160,2015-01-10 17:00:00,1054,8.0,4.0,51.5,29.0,2.0,0.0,1.0,3.0,Saturday,10,17:00,January,2015,2015-01
161,2015-01-10 18:00:00,849,7.0,3.0,55.0,26.0,1.0,0.0,1.0,3.0,Saturday,10,18:00,January,2015,2015-01
162,2015-01-10 19:00:00,720,6.0,2.0,57.0,26.0,1.0,0.0,1.0,3.0,Saturday,10,19:00,January,2015,2015-01
163,2015-01-10 20:00:00,556,6.0,2.0,57.0,25.0,1.0,0.0,1.0,3.0,Saturday,10,20:00,January,2015,2015-01
164,2015-01-10 21:00:00,349,6.0,2.0,57.0,21.0,1.0,0.0,1.0,3.0,Saturday,10,21:00,January,2015,2015-01
165,2015-01-10 22:00:00,335,5.0,1.0,66.0,20.0,1.0,0.0,1.0,3.0,Saturday,10,22:00,January,2015,2015-01
166,2015-01-10 23:00:00,334,5.0,1.0,66.0,19.5,1.0,0.0,1.0,3.0,Saturday,10,23:00,January,2015,2015-01
167,2015-01-11 00:00:00,360,4.5,0.5,72.5,22.0,1.0,0.0,1.0,3.0,Sunday,11,00:00,January,2015,2015-01
168,2015-01-11 01:00:00,255,4.0,-0.5,75.0,22.0,1.0,0.0,1.0,3.0,Sunday,11,01:00,January,2015,2015-01
169,2015-01-11 02:00:00,198,4.0,-0.5,75.0,23.0,1.0,0.0,1.0,3.0,Sunday,11,02:00,January,2015,2015-01
170,2015-01-11 03:00:00,135,4.0,-1.0,75.0,27.0,2.0,0.0,1.0,3.0,Sunday,11,03:00,January,2015,2015-01
171,2015-01-11 04:00:00,74,4.0,-1.0,72.5,28.0,1.0,0.0,1.0,3.0,Sunday,11,04:00,January,2015,2015-01
172,2015-01-11 05:00:00,57,4.0,-1.0,70.0,27.0,1.0,0.0,1.0,3.0,Sunday,11,05:00,January,2015,2015-01
173,2015-01-11 06:00:00,67,4.5,0.0,68.0,24.0,1.0,0.0,1.0,3.0,Sunday,11,06:00,January,2015,2015-01
174,2015-01-11 07:00:00,93,5.0,1.0,66.0,24.0,1.0,0.0,1.0,3.0,Sunday,11,07:00,January,2015,2015-01
175,2015-01-11 08:00:00,241,5.0,0.0,66.0,29.5,1.0,0.0,1.0,3.0,Sunday,11,08:00,January,2015,2015-01
176,2015-01-11 09:00:00,538,5.5,0.5,63.5,29.0,1.0,0.0,1.0,3.0,Sunday,11,09:00,January,2015,2015-01
177,2015-01-11 10:00:00,922,6.5,2.0,61.0,30.0,1.0,0.0,1.0,3.0,Sunday,11,10:00,January,2015,2015-01
178,2015-01-11 11:00:00,1248,7.5,3.5,59.0,27.0,1.0,0.0,1.0,3.0,Sunday,11,11:00,January,2015,2015-01
179,2015-01-11 12:00:00,1555,8.5,4.5,55.5,27.0,1.0,0.0,1.0,3.0,Sunday,11,12:00,January,2015,2015-01
180,2015-01-11 13:00:00,1813,9.0,5.0,56.0,28.0,2.0,0.0,1.0,3.0,Sunday,11,13:00,January,2015,2015-01
181,2015-01-11 14:00:00,1639,9.0,5.0,60.0,28.0,2.0,0.0,1.0,3.0,Sunday,11,14:00,January,2015,2015-01
182,2015-01-11 15:00:00,1464,8.5,5.0,64.0,26.0,3.0,0.0,1.0,3.0,Sunday,11,15:00,January,2015,2015-01
183,2015-01-11 16:00:00,1097,8.0,4.5,66.0,23.0,3.0,0.0,1.0,3.0,Sunday,11,16:00,January,2015,2015-01
184,2015-01-11 17:00:00,827,8.0,5.0,71.0,20.5,7.0,0.0,1.0,3.0,Sunday,11,17:00,January,2015,2015-01
185,2015-01-11 18:00:00,519,8.0,4.0,73.5,25.0,7.0,0.0,1.0,3.0,Sunday,11,18:00,January,2015,2015-01
186,2015-01-11 19:00:00,493,8.0,4.0,73.5,24.0,3.0,0.0,1.0,3.0,Sunday,11,19:00,January,2015,2015-01
187,2015-01-11 20:00:00,315,8.0,4.5,71.0,26.0,7.0,0.0,1.0,3.0,Sunday,11,20:00,January,2015,2015-01
188,2015-01-11 21:00:00,260,8.0,4.0,71.0,30.0,7.0,0.0,1.0,3.0,Sunday,11,21:00,January,2015,2015-01
189,2015-01-11 22:00:00,237,9.0,5.0,66.0,37.0,7.0,0.0,1.0,3.0,Sunday,11,22:00,January,2015,2015-01
190,2015-01-11 23:00:00,168,9.0,5.0,71.0,30.5,3.0,0.0,1.0,3.0,Sunday,11,23:00,January,2015,2015-01
191,2015-01-12 00:00:00,117,9.0,5.0,68.5,29.0,2.0,0.0,0.0,3.0,Monday,12,00:00,January,2015,2015-01
192,2015-01-12 01:00:00,45,10.0,6.0,60.0,34.0,4.0,0.0,0.0,3.0,Monday,12,01:00,January,2015,2015-01
193,2015-01-12 02:00:00,29,10.0,7.0,64.5,30.0,4.0,0.0,0.0,3.0,Monday,12,02:00,January,2015,2015-01
194,2015-01-12 03:00:00,36,10.0,6.5,67.0,30.5,3.0,0.0,0.0,3.0,Monday,12,03:00,January,2015,2015-01
195,2015-01-12 04:00:00,26,10.0,6.5,67.0,33.5,3.0,0.0,0.0,3.0,Monday,12,04:00,January,2015,2015-01
196,2015-01-12 05:00:00,86,10.0,6.0,67.0,35.0,3.0,0.0,0.0,3.0,Monday,12,05:00,January,2015,2015-01
